asn	country	institution
38926	FR	SYSTONIC-AS
38927	DE	NETBUILD-AS
38928	RU	NP-GLONASS-AS
38929	SM	SSIS
38930	NL	FIBERRING Amsterdam, Netherlands
38931	UA	CORSIDEGROUP Universal Business Information Systems LLC
38932	BG	RIMEX
38933	FI	AS38933
38934	RU	PRIDENET-AS Nizhnevartovsk, Russia
38935	RO	FASTWEB-RO-AS
38936	GB	HMUK-AS
38937	HR	VERSO
38938	DE	SWW-WUNSIEDEL
38939	LV	ASLANCASTER
38940	CH	RICARDO-AS Grafenauweg 12
38941	DE	VELOCIX-EU-PCAAS
38942	PL	GRONET-AS
38943	DE	KNORR-BREMSE
38944	PL	LANET-AS
38945	SE	OBE
38946	UA	SMARTMEDIANETWORK-1-AS
38947	RO	KNETWORKMEDIA
38948	DE	WYSIWYG
38949	SK	TRESTEL-
38950	ZZ	-Reserved AS-
38951	RU	TKT-AS
38952	CZ	MAFRA-CZ-AS
38953	DE	AOSS-
38954	RU	TM-AS TechnoMarket
38955	AT	WORLD4YOU
38956	SE	ASN-UPPSALA
38957	UA	CLOUD-
38958	RU	AGATPLUS-AS
38959	RU	RLNK-AS
38960	UA	INGBANK-UKRAINE Ukraine
38961	UA	CIG-AS
38962	LV	LUCKFACTORY
38963	DE	PULSANTGER
38964	LV	BALTNETAS
38965	NL	HOSTIN
38966	GB	INTRALAN-AS
38967	AT	WKS-AS
38968	JO	TAGORG
38969	RU	LANITDV-AS
38970	NL	KLAVER-IT
38971	RU	ATOL
38972	RU	INTERSAT-AS
38973	GB	TWANG-AS Timico Ltd (Legacy Twang.net ASN)
38974	RU	FABERLIC-AS
38975	NL	ACN-EU
38976	RU	RU-ATVC-AS
38977	AT	SILHOUETTE-AS
38978	RU	INETCOMM-AS
38979	RU	KTKPROM-AS
38980	BY	PRIORBANK-
38981	RO	RAIFFEISEN
38982	SE	NETINTACT
38983	NL	COPACO-CLOUD-BACKBONE Copaco Cloud B.V. Global Backbone
38984	RU	M9COM-AS
38985	RU	GAGUES-AS
38986	RU	STELEPORT-AS
38987	PL	OST-AS
38988	DE	RUHR-ENERGIE
38989	FR	POWERNEXT-AS
38990	NO	AGNITIO-AS
38991	PL	PFS
38992	IL	CELLCOM-ASN
38993	PT	RENOVA-PT-AS
38994	NL	ERAHOST-AS
38995	RO	AMG-AS
38996	RU	MTSNET-SYKTYVKAR-AS
38997	RO	INTRANET-AS
38998	RO	PROJECTS-ABROAD-AS
38999	LB	MTCTOUCH
39000	RU	PLAYFON-RU-AS
39001	RU	MTS
39002	RO	OPTI-AS
39003	NL	EQUINIX-UK-LD10-ASN Equinix UK LD10 Autonomous System
39004	NL	MONEYOU-AS
39005	FR	MEDIALYS
39006	RO	OPENNET-SOLUTIONS Str. Mihai Viteazu nr. 48
39007	LT	BALTICUM-TV-AS
39008	PL	EFG-AS
39009	GB	GPC-UK-ASN
39010	LB	TERRANET-AS
39011	RO	BIROTEC-AS
39012	RO	ASESOFT
39013	BG	SONICOM
39014	PL	KAMIS
39015	BH	VIVABH-AS2
39016	RO	ARS-AS ADVANCED RETAIL SYSTEM SA
39017	GR	AUDIOTEX
39018	CH	GENERALI-SWISS-AS
39019	RU	ARPANET-AS
39020	ES	COMVIVE-AS Seville - Spain
39021	SE	ENKKOM-AS
39022	NL	DEEPMEDIA-AS
39023	FR	SNOWITE
39024	BG	NASTECH
39025	LV	BTB-AS
39026	DK	ABENADATAASN
39027	UA	BATYEVKA-NET-AS
39028	RU	ULSK-AS
39029	NO	REDPILL-LINPRO Managed Service Provider operating in the Nordics
39030	NL	SODEXO-AS
39031	AE	PSUAD
39032	UZ	ISPETC ----- UPSTREAM: Uzbektelecom -----
39033	RU	MEDIAOPERATOR-AS
39034	RU	BYTESERVICE-AS
39035	DE	RESMED-
39036	ZZ	-Reserved AS-
39037	CH	MTO
39038	EE	KERNEL-AS
39039	PL	STANSAT
39040	CH	ANOTHERAUTONOMOUSSYSTEM
39041	PL	CDSM
39042	RU	GLOBAL63RU-AS
39043	RU	ICENTER-AS
39044	IT	NETCO-AS Housing and hosting services in Italy
39045	RU	GAZTELECOM-AS
39046	RU	THEOREMA St. Petersburg, Russian Federation
39047	RU	KERCHNET-AS Multiservice Networks Ltd.
39048	RU	RUNTIME-AS
39049	UA	KM-AS
39050	SE	PLAYFON-SE-AS
39051	FR	STG-INTERACTIVE-SA-AS
39052	SE	SKANSKANET-AS
39053	FR	IPFIX
39054	RU	STBUR-AS
39055	RU	INFINITY-AS
39056	UA	ANOXIN
39057	AT	TIROLERLANDESREGIERUNG-AS
39058	RU	STEP-AS
39059	NL	CEGEKA-VEENENDAAL
39060	GB	SAINSBURYS-NET
39061	RU	DIGITAL-TECHNOLOGY-LTD-AS
39062	GR	EUROBANK-CARDS Iolkou 8 & Filikis Eterias St.
39063	DE	LEITWERT
39064	FI	GATEWAY-FINLAND
39065	UA	SOHONET-AS Odessa, Ukraine
39066	UA	KREDOBANKUA-AS
39067	LT	ETANETAS
39068	RU	ROCKLAB-AS
39069	ES	CARM CARM Autonomous System
39070	GB	APII_IO
39071	UA	OPTIMAPHARM Kiev, Ukraine
39072	FR	OWS
39073	RU	FGKUES-AS
39074	IR	IR-SEPANTA-ISP
39075	RU	SKORFIN
39076	IL	BONLINE
39077	DE	ASCHENDORFF DE, NRW, Muenster
39078	SE	GDM
39079	FR	GARD
39080	DE	ASKERNPUNKT
39081	RO	RAL-AS
39082	RO	NOVA-AS Mihai Bravu, 43
39083	DE	DAVID-FROEHLICH David Froehlich
39084	UA	RINET-AS
39085	PL	TZMO-AS
39086	FR	NEXWAY
39087	RU	PAKT-AS
39088	PT	SANTANDERTOTTA-AS
39089	RU	UGLETELECOM-AS
39090	DE	BRANDL --- KPN ---
39091	PL	HYPERION-KT-AS
39092	RU	VENA-AS
39093	IE	WESTNET-IE WISP coverage - West of Ireland
39094	LV	RFB-AS
39095	TR	VAKIFBANK-AS
39096	UA	USB-AS
39097	GB	AZZURRI-LTD-UK
39098	FI	BOF-AS
39099	DE	TNEG Bundeskanzlerplatz 2-10
39100	DE	PFORZHEIM-AS
39101	RU	PITEL
39102	RU	AS-ATHM brand At Home
39103	GB	AS_MOAT
39104	FR	REAGI-AS REAGI Network
39105	RO	CLASS-AS
39106	RU	TELENET-AS
39107	RO	INTERLAN-AS
39108	RO	SBS-AS
39109	PL	URPL-AS
39110	RU	MASTERCOM-AS
39111	IE	ADSI-AS
39112	PL	BIK-AS
39113	RU	SERVERSPRO-AS
39114	NL	NL-1KEY
39115	DE	VIRTELA-NET-VFRPAR1
39116	GB	TELEHOUSE
39117	RU	INFOLINK-AS
39118	GB	EGN-AS
39119	RU	CM-RU-AS
39120	IT	CONVERGENZE-AS ISP services in Italy
39121	RU	TPTUS-AS
39122	IE	BLACKNIGHT-AS
39123	DE	RKCOM-AS
39124	RO	VOIPIT-AS
39125	RU	RUBIN-AS
39126	ZZ	-Reserved AS-
39127	UA	UTEAM4
39128	UA	IT-LUX-AS
39129	DE	MESSEDE Messegelaende
39130	UA	UA-LANPLUSNET
39131	RU	DAGSU-AS
39132	CH	SWISSGRID
39133	PL	AIGC-AS
39134	RU	UNITEDNET
39135	BG	FIBER1
39136	NL	FINAL-FRONTIER-AS
39137	SE	STRALF-AS
39138	DE	OPENAP-WIRELESS-NETWORKS-AS
39139	GB	MENZIES-AVIATION-PLC-AS
39140	ES	APPSER
39141	ES	SOPDE
39142	RU	PLATINA-AS
39143	RU	BSB-AS
39144	ES	ARAGON-AS
39145	LI	KYBERNA-
39146	NL	MACHCLOUD-AS
39147	UA	BOOKCLUB-AS
39148	RU	NET1000-AS
39149	RO	STS International SRL
39150	GB	HOSTING-TELECOM-AS
39151	DE	CETEL
39152	GB	INTY-AS
39153	RU	SETEL-AS1
39154	SY	SHERN-AS
39155	ES	JETNET
39156	RU	FTELECOM-AS Vorontsovskaya str., 35b, building 2
39157	IE	WESTERNUNION-DUB-
39158	IL	INTERC
39159	IL	NV-RL
39160	KG	SR-IX
39161	RU	TOPOLOGIYA-AS
39162	FR	GIEPROD-AS
39163	BG	ECONT-EXPRESS-AS
39164	NL	CHECKTOR
39165	RU	HCM-AS
39166	CH	SAG-CH SAG Services AG, Switzerland
39167	RU	KALIBR-AS
39168	PL	HOSTINGCENTER-AS Hosting Center Autonomous System
39169	UA	ALFACOM-AS
39170	DE	GFKL
39171	PL	GW-AS Centrum Uslug Informatycznych
39172	TR	MERKEZ-AS
39173	SE	IFDS-AS
39174	PL	RRD-AS
39175	GB	SENET
39176	FR	PACKETGEAR
39177	BG	UBBNET
39178	RU	OPTILINK-AS
39179	GB	NASSTAR-TRANSIT-AS
39180	FR	LASOTEL
39181	DE	AVERBO-AS
39182	RU	SEVEN-AS
39183	BG	MICRO-OPTICS-EUROPE
39184	BG	ULTRANET-AS
39185	TR	KADIKOYBLD-AS
39186	RU	SPSC-AS
39187	SI	TRINET-AS Leskoskova cesta 12
39188	KZ	ICONLTD-AS Almaty, Republic of Kazakhstan
39189	UA	NET-2K 2K Merezha, Kyiv Ukraine
39190	LB	NOURELHOUDA-ISP-AS
39191	RU	GNR-GROUP-AS
39192	GB	JACKNET JackNet
39193	FI	VINCIT
39194	FI	VSP
39195	PL	PPHU-POKAL Wolsztyn 64-200
39196	FR	FR-BCELU-AS BCE pop in France
39197	NO	TELENOR-NORGE NORWAY
39198	PL	PTI-AS
39199	UA	RADIONET
39200	IR	IRNICANYCAST-AS
39201	HU	WAVECOM
39202	GB	GCAP-AS
39203	RO	LYKOS-AS Sos. Odai, Nr. 347 - 363
39204	SE	AXIMA
39205	RO	XCLUSIV-AS
39206	FR	VIAPASS
39207	RU	NOVOTEKO
39208	GB	IPILIMITED
39209	DE	ELABS E:labs AG Autonomous System for ASP and hosting services-
39210	AT	CATV-
39211	EE	GNW-ASN39211
39212	IT	BISNET-AS
39213	IL	NV-ADGAR
39214	KG	COMINTECH
39215	GB	TRANSTELLIGENCE
39216	IQ	ALSARD
39217	IT	ELMEC-AS
39218	DE	HBM-OG-AS
39219	PL	ENEA-AS
39220	NO	XEHOST
39221	RU	ITOOLABS
39222	RU	KABELPLUS-AS
39223	UA	CIKLUM
39224	RO	FASTBIT
39225	DE	SDN-CLINIC-LAB SDN.clinic LAB - currently in use at FrOSCon Network Track
39226	RO	HOTMIN-AS-FX
39227	DE	CORPEX-AS Schauenburgerstrasse 6
39228	SA	INET iNet
39229	RU	SAN-AS Saratov branch
39230	UA	MHP-AS Kyiv, Ukraine
39231	UZ	DTL-AS
39232	AZ	UNINET
39233	IE	BFACE
39234	BE	STONE-IS
39235	CZ	DAT-AS cz.dat autonomous system
39236	NO	NO-NRA
39237	RS	ITS-AS ISP-in-kosova
39238	RU	OKBPROGRESS Moscow, Russia
39239	ES	PHOENIXNAP-
39240	RU	SVYAZTELECOM-AS
39241	FR	OVERLAP
39242	FI	SECLAN
39243	PL	PERN
39244	NL	TEQNOBASE-AS
39245	GR	INTERNET-Q
39246	BG	LIULINNET Liulin Net Ltd.
39247	UA	LVIVNET-AS
39248	UA	SIVASH-AS Balashiha, Russia
39249	GI	KICUA-AS
39250	IT	ASN-HYPERGRID
39251	BG	NETGUARD
39252	RU	SCAC-AS
39253	TR	COSKUNOZ_HOLDING-ASN
39254	RU	ICBE
39255	PL	PGG-SA
39256	RU	FANNET
39257	DE	INC
39258	RU	RITEL-AS
39259	AT	REISENBAUER
39260	RO	MCR-AS
39261	PL	LPP-AS
39262	UA	UKRPIPE
39263	ES	ILIMIT
39264	RU	METROMAX-AS
39265	CH	BERN
39266	RU	RESO-AS
39267	RU	KOLTSOURALA-AS
39268	SE	DELAVAL-AS
39269	RU	BALTINFORM-AS
39270	IE	DIGITALRIVER-IE-ASN01
39271	FR	REGIES
39272	DE	BCON-ASN
39273	BH	KALAAM-TELECOM-BAHRAIN
39274	IL	CLAL-INSURANCE
39275	LB	BYBLOS
39276	RO	BLUESCREEN-AS
39277	RO	MONDO-BYTE-AS str. E58, nr. 2
39278	FI	CUSTOMIT-AS
39279	MD	CTS-
39280	AZ	ULTELNET-AS
39281	ES	ANS-INFRASUR
39282	GB	INFOWARE-AS
39283	FI	RUUKKI-AS
39284	RU	SR-AS
39285	AT	GARTNER-AS
39286	FR	NITROSERV
39287	SE	FLATTR-AS
39288	PL	NETTE
39289	RU	MEGAMAX-AS
39290	DE	MGI-DE-AS Germany
39291	DE	MACROIS-AS
39292	NL	DUOCASTBACKUP-AS
39293	RU	RTCENTER-AS
39294	RU	LADA-MEDIA-AS
39295	GB	SWIP-AS
39296	CH	FIFA
39297	UA	ARTEFACT
39298	TR	SERI
39299	UA	GL-UA Kiev, Ukraine
39300	UA	WHS
39301	SE	TELEVORK-AS
39302	SE	SBBS Swedish Bulletin Board System - Autonomous System
39303	RU	CAROLINE-AS
39304	RU	DV-IX-AS
39305	FR	CONVERGENCE-
39306	RO	OPTICBRIDGE-RO-AS
39307	CZ	DCOMM-UA-AS
39308	IR	ASK-AS
39309	NL	EDUTEL-AS
39310	PL	NITRONET
39311	RS	CS-CRI
39312	RO	LUXOFT-PROFESSIONAL-ROMANIA-AS Calea Floreasca nr. 167
39313	GB	WEBTRENDSEMEA-AS
39314	ES	ASSOFTWARE-AS
39315	UA	COMCOR-SERVICE-AS
39316	ES	ZED
39317	RU	AUTOLOCATOR
39318	BE	NUCLEUS
39319	IE	QZE
39320	SI	ACTUAL-IT-AS Ferrarska 14
39321	RU	GAZENERGOBANK-AS
39322	UA	UFO-AS
39323	RU	RCUP-AS
39324	FI	MEDIAM-AS
39325	UA	VIPZ
39326	GB	HSO-GROUP
39327	RO	CAROCOMP-AS
39328	ES	AS
39329	UA	IPUA-AS
39330	PL	ARMASAN-AS
39331	UA	SAPEGA-AS
39332	GB	SERVERFORCE-AS Main AS
39333	UA	FDU-AS
39334	EE	EUROLIR-OU-AS
39335	GB	EGGPLANT-NETWORKS
39336	TR	IZSAM
39337	RU	CORPSOFT24
39338	PL	COMPLEXMETAL al. Pilsudskiego 143
39339	ES	TELEYECLA-AS
39340	FR	PYVER-SARL
39341	GB	ACXIOMEU-AS
39342	RO	SODEXO-AS
39343	IL	ICLFERTILIZERS
39344	AM	AM-SS-AS
39345	RO	BTS-AS
39346	RO	OPALID-AS Str. Sg. Gafton Lazar nr. 13
39347	RO	SELL-AS
39348	UA	TYACHIV-AS
39349	PL	TVKDIANA-AS
39350	RU	VB7-AS
39351	SE	ESAB-AS
39352	LV	LTB-AS
39353	ES	PRINCAST-AS Sistema Autonomo
39354	LT	INIT-MGNT-
39355	AM	RAYONLINE-AS
39356	GB	AVANTI-UK-AS
39357	BG	DATECS-AS
39358	SA	BANK-ALBILAD
39359	US	GROUP53LLC Group 53, LLC
39360	RU	MOSOBLCOM-AS
39361	GB	INTUITIVE-AS
39362	SE	UR
39363	DE	LIMITLESSMOBILE-AS
39364	IR	HORMOZ-IT
39365	LV	MICROLINES-AS
39366	RO	BYTECONT-AS Bucharest. Str. Romancierilor 5, Sector 6, 061791
39367	DE	NGC-AS Kleyerstr. 88
39368	IR	AS2853
39369	SE	PORT80
39370	SA	SABIC-ASN
39371	ZZ	-Reserved AS-
39372	AT	PPTV-AS
39373	DE	SCOUT-AS
39374	RU	RU-DI-EX-AS Tele2 Russia Network
39375	PL	TPODLASIE
39376	RU	WTCMOSCOW-NET-AS
39377	RS	INTERCOM
39378	DE	SERVINGA
39379	RU	UTB-RU-AS
39380	DE	PEI-AS
39381	CH	SIG-DSI
39382	AM	AM-LIR-AS
39383	RO	TELESYSTEM-AS
39384	PT	DREAMFUSION
39385	RO	UORADEA-AS
39386	SA	STC-IGW-AS
39387	SI	DELO-AS
39388	BG	OTEL-AS
39389	ZZ	-Reserved AS-
39390	NL	MAINFREIGHT
39391	RO	SANOS-AS Str. Avrig, nr 63, bl E2, sc 4, et 6, ap 126
39392	CZ	SUPERNETWORK \(^_^)/
39393	AT	NOKIA-SIEMENS-NETWORKS-AS
39394	AT	NEOTELAT-AS
39395	RU	VI-TELECOM
39396	BG	NBIS-AS
39397	AZ	AZ-STARNET-AS
39398	ES	ARSENET_AS39398
39399	RU	FENIXVT-AS
39400	GB	LBH-AS County Council
39401	BG	LINKPLUS
39402	LB	FERRARINETWORKS-AS
39403	PL	CMCZAWIERCIE-AS
39404	NL	FTVBSLLC
39405	FR	FULLSAVE-AS
39406	RU	CONVEX-ZARECNY
39407	RU	CHITATELECOM-AS
39408	CZ	CZ-ETHERNET
39409	CH	CTBRNET-AS
39410	RU	MIZAPRO-AS
39411	RO	XNS-AS Mihai Bravu Nr 62A
39412	PL	SPINE
39413	UA	COMSAT
39414	GB	BYTEFETCH
39415	RU	MGTSUASIT-AS
39416	HR	INFOART
39417	RU	URUZ-AS
39418	IS	UMSJA
39419	CH	CISEL
39420	RO	AC-
39421	FR	SAPINET-AS
39422	UA	SKM-AS Sumy Computer Networks
39423	IT	MPC-AS
39424	RU	PROTOCLOUD-AS
39425	RO	ELECTROSIM-AS
39426	BY	ADVCHEMDEVAS
39427	TR	GITTIGIDIYOR
39428	RU	KHMB-AS
39429	RU	ABBYY-AS
39430	LI	BANKFRICK Bank Frick & Co. AG
39431	UA	ARGOCOM-AS
39432	SA	AHI-AS
39433	KZ	KAZCOMBANK-AS
39434	RU	SABNET-AS
39435	RU	EVOLGOGRAD-AS
39436	BE	AMONIS
39437	PL	TSLA-AS
39438	KG	ASN-ITEL
39439	PL	ACSYSTEMY-AS
39440	CH	NETPLUSFR-AS
39441	DE	HABNET
39442	RU	UNICO-AS
39443	UA	ITLUTSK-AS
39444	FR	OWENTIS-AS
39445	UA	ISPLIS-AS
39446	ES	IBERICADERED
39447	ES	ZERTIA-AS
39448	HU	Z-MAX-AS
39449	IE	FASTCOM-AS
39450	RU	PEV-AS
39451	GB	MELBOURNE-AS
39452	GE	MAXTEL-AS
39453	CZ	KSRZIS-AS
39454	IR	SINDAD
39455	SK	KALIANT-AS
39456	SK	LLARIK-AS
39457	CH	LHSYS-CH-AS
39458	GB	REALHOSTS-AS
39459	GB	PGL-AS
39460	AT	WIENKANAL-AS
39461	GB	BE-AS
39462	ZZ	-Reserved AS-
39463	RU	ULTRANET-AS
39464	RO	RO-STARDESIGN-ASN
39465	RU	UGAVIA-AS
39466	IR	ASSABZ
39467	GB	OCL-UK-OPC1
39468	UA	BIGMIR-INTERNET-AS
39469	RU	ABAKANDC-AS
39470	GB	ATRIUMNETWORK ATRIUM NETWORK
39471	UA	DTKT
39472	IS	ARION-BANKI-AS
39473	FR	ETERA-AS
39474	RO	NEOGEN-AS
39475	RU	ETK-AS Tele2 Russia Network
39476	RU	FERRERO
39477	GB	MUNDIO-MOBILE
39478	AT	ASFINAG
39479	IT	NS3-ASN
39480	FR	VENIGO-AS
39481	GR	SARACAKIS-AS
39482	HK	SFM-
39483	BG	OSCEOLA-AS
39484	IR	MAAHNETPOUYA
39485	IE	NORTHWEST-AS Northwest Broadband
39486	ZZ	-Reserved AS-
39487	PL	RADIOZET
39488	RU	KLEYNKOM-AS
39489	PL	INDS
39490	SE	KRISBEREDSKAPSMYNDIGHETEN-AS
39491	DE	AS-LASTMINUTE-
39492	RO	AUCHAN-AS Str. Brasov, Nr.25
39493	RU	RU-KSTV http://www.garantia.tv/
39494	RU	RU-CENTER-AS
39495	FR	COLIBRI-SOLUTIONS
39496	RU	MAVERICKNET
39497	SI	LAMA-NET-AS
39498	GB	EISCO
39499	PL	HAWE-AS
39500	DK	FLAURSEN-AS
39501	IR	NGSAS
39502	RO	OPCOM Bucharest, Bd. Hristo Botev 16-18
39503	RU	SPBPU-AS
39504	KW	KEOIC
39505	BG	VESTITEL-AS
39506	FR	MFX-AS
39507	PL	IPIVISION-AS
39508	AT	C07-AS
39509	FR	EUROCONNECT-
39510	ZZ	-Reserved AS-
39511	RO	VIPNET-AS
39512	UA	NKTV-AS
39513	UA	ONECOM-AS
39514	IT	BB44PLUS
39515	GR	CHRISTOPHER-C-VARVIAS
39516	RO	RAROM-AS
39517	RO	MYHOSTING-AS
39518	AT	OOEGKK-
39519	DE	MYLOC-ANYCAST
39520	NL	SD-TECHOPS-
39521	NL	TNGNET2
39522	GB	CONVERGED
39523	RU	DV-LINK-AS
39524	FO	FOROYABREIDBAND-AS Foroya Breidband
39525	DE	TELEDATA-METRO-AS
39526	RU	GBIT-AS
39527	RO	CYCOMM-AS
39528	UA	SANCITY
39529	RU	MTRX-ALCHEVSK-AS
39530	ZZ	-Reserved AS-
39531	RO	ALTER-NET-AS Zorilor Nr 11 Sf Gheorghe
39532	IS	LANDSBANKI-AS
39533	CH	ASYMPTO
39534	FR	LYRA-NETWORK
39535	DE	VOOSERVERS-
39536	DE	RSL-AS
39537	GB	HNS http://www.hns.net
39538	DE	DAKOSY-AS
39539	RU	ASLITPRO
39540	CH	COMMUNITYRACK-RMA
39541	GB	SHL
39542	FR	SIGMA-INFORMATIQUE
39543	RO	TENNET-AS
39544	CH	VOE
39545	GB	FLUIDATA
39546	UA	INTERCOM-AS
39547	PL	ITE-AS
39548	IR	NRD
39549	GR	SANDB
39550	GB	KPMG-UK-LLP-AS
39551	ES	GENCAT-AS
39552	FR	AHR-AS
39553	BG	ZOOMPK-AS
39554	DK	FULLRATE
39555	AT	STW-SCHWAZ-AS
39556	EE	PINHOSTING-AS
39557	UA	GCN Ilyichevsk, Ukraine
39558	UA	GORIZONT-AS Donetsk, Ukraine
39559	AT	BIIC
39560	AT	KT-NET
39561	RU	AGAVA
39562	ZZ	-Reserved AS-
39563	NL	UCSYSTEMS
39564	AT	KERNNETZ-ANYCAST
39565	TR	DELTAPETROL
39566	PL	TRUSTNET-PL-AS
39567	FR	MD6-
39568	UZ	ASIA-WIRELESS
39569	RO	ROMEX-AS Intr. POVERNEI Nr. 8
39570	SE	LOOPIA
39571	IR	SADAD-AS
39572	NL	ADVANCEDHOSTERS-AS
39573	RO	SKYNETTELECOM-AS Virgil Plesoianu, Nr. 30A
39574	SK	MINET-AS
39575	RU	SIBINTEK-MR-CENTER-AS Makroregion Center
39576	GB	BUSTIN
39577	RU	GOODNET-AS
39578	RU	MAXIMA
39579	BE	CHICAGO-METALLIC-AS
39580	RU	MIAC_YANAO-AS
39581	RO	PRINTEC-AS Putul Lui Zamfir Nr 53
39582	TR	GRID
39583	FR	PERTINEO
39584	GB	LGIM
39585	RU	RADIO-CONTINENTAL-AS
39586	RU	SATURNTELECOM
39587	ZZ	-Reserved AS-
39588	DE	MIMECAST-
39589	RU	MKM-AS
39590	SE	NDGF High energy physicists community in the nordics.
39591	NL	GLOBAL-E
39592	GB	IGX0-AS
39593	RO	ROMSYS
39594	RU	PASIFIC
39595	NL	HJL-ASN
39596	RU	GOLDEN-AS
39597	SE	SVNET-SE-AS Sverige.Net (Medianetwork i Halmstad AB)
39598	RU	TIERA-AS
39599	PL	TALEX-AS ul. Karpia 27d
39600	FR	LIXIUM
39601	BG	WCO
39602	GB	CRYSTAL-AS
39603	PL	P4NET P4 UMTS operator in Poland
39604	RU	MASARMAT-AS
39605	FR	IGUANESOLUTIONS
39606	FR	ADVENCES Advences
39607	CH	UNITEC
39608	UA	LANETUA-AS
39609	GB	MCOM-AS
39610	GB	LCH-CLEARNET
39611	AL	PRIMO-AS
39612	RU	TEVIA-AS
39613	RU	MELT
39614	DE	DAWICO
39615	TR	XREALNET
39616	CH	COMUNICA_IT_SERVICES
39617	GB	CONSULTANCY-ASN
39618	NL	HOSTCRAM
39619	NL	AS39619
39620	GB	S2S-UK
39621	GB	STREAMUK-AS
39622	RO	ZERGRUSH
39623	UA	KIRONET-AS
39624	CH	KPMG-
39625	PL	ARANEO-AS
39626	LV	SMILE-LV Santa Monica Internet Local Exchange - SMILE-IXP
39627	GB	BSKYB
39628	BE	FIRSTLINK-AS
39629	RO	LANSOFT-AS
39630	GB	ASPTECH
39631	RU	APR-AS
39632	EE	EESTIPANK (Bank of Estonia)
39633	GB	PITCORE
39634	FR	VIATELECOM
39635	BG	MMI-AS
39636	IT	ASN-AEMNET
39637	NL	NETLOGICS-AS
39638	IT	PREMIERE-AS
39639	ES	AS-FFERNANDEZ
39640	ES	AS-AVEASCO
39641	NL	ASN-WILLUX
39642	DK	DK-ESS-AS
39643	SE	SVENLJUNGA-AS
39644	UA	AMKR-AS
39645	LV	TKG-FR
39646	RO	IACCESS-ASN
39647	NL	REDHOSTING-AS
39648	SE	WANTECH
39649	RO	VIALI-AS
39650	IR	ATRINCOMMUNICATION
39651	SE	COMHEM-SWEDEN
39652	RU	SYSTEMYTELECOM-AS
39653	RO	MASWORLD
39654	RO	ULTRAIT-AS Strada Stejarului Nr 5
39655	ZZ	-Reserved AS-
39656	SE	SECURITASDIRECT
39657	IT	COMESER-AS
39658	SE	SCB-AS Stockholm, Sweden
39659	KG	INFOCOM
39660	RU	DGK-AS
39661	PL	DNB-AS
39662	FI	FI-FICORA-AS
39663	HR	ALLIANZ-
39664	SE	MIEL
39665	FI	YIT-AS
39666	PA	RADIOC-AS
39667	UA	ONLINE-NET-AS
39668	RO	INTERSAT-AS Ion Ratiu nr.33
39669	RO	AVOLO-AS
39670	PL	ABN-AMRO-PL-ASN
39671	CH	AS-STONEHAGEFLEMING Stonehage Fleming SA
39672	DK	DSV Former UTi Worldwide Inc.
39673	RO	EXTENDED-STAR-ASN
39674	GB	SOLUTIOS
39675	LV	LHIPO-AS
39676	RU	TECHNO-R
39677	CH	WESERVE WeServe AG, Bern, Switzerland
39678	RU	PGSMOW-AS
39679	HU	ASJZTKFT
39680	UA	KNH-AS
39681	UA	MYHOSTUA-AS
39682	KW	KMEFIC
39683	BG	NETPOINT-SERVICES-AS
39684	RU	BWTELE-AS
39685	UA	FIRMRADIO-AS
39686	NL	ASN-EUROFIBER
39687	RO	LEOBURNETT
39688	RU	OTPBANK-RUS
39689	BA	KONZUM-AS Retail and wholesale
39690	MD	DIGITALOCEAN-NOC
39691	ES	GDNET
39692	RO	ROMSERV-AS Aleea Secuilor 4 Bl.3, Sc.1, Ap.49
39693	UA	ONET-AS
39694	FR	I-CIF Credit Immobillier de France's IT division
39695	UA	UNIVEST-MARKETING
39696	RU	RA-TELECOM-AS
39697	RU	INCHCAPE-AS
39698	PL	MBAUER-ASN
39699	FI	SSPOY-AS
39700	NL	WEBSTEKKER-AS
39701	RU	SKYLINE-AS Internet Service Provider, Tomsk, Russia
39702	DE	SIT-AS
39703	RU	STTK-AS
39704	NL	CJ2-AS
39705	DE	ON-NET
39706	DE	O2-GERMANY-AS
39707	RU	SINFORM-AS
39708	SE	BORLANGE-ENERGI-STADSNAT SWEDEN
39709	RU	EXTREME-AS
39710	RU	BETATELECOM
39711	RU	TRAN-AS
39712	RO	IRUM-AS
39713	RU	KGMK-AS
39714	KG	AS-IPSWICH-
39715	FR	WEBSTORE-AS
39716	PL	VIP-LUBLIN-PL-AS VIP, Lublin, Poland
39717	GB	POLESTAR-AS
39718	RU	MIR-AS
39719	IT	DATASIEL_AS
39720	UA	MANILICH-AS
39721	BE	AS39721
39722	UA	CARLSBERG
39723	FR	AGESSI
39724	RS	OMONIA-
39725	KZ	DTVKZ-AS
39726	RU	TRKMIR-AS
39727	SI	ZZI-AS ZZI's AS Number
39728	UA	MALFIK
39729	IT	REGISTER-AS
39730	IE	EIRCOM-UK
39731	SE	AXIS-AS
39732	RO	EUROBIT-AS
39733	GB	T24AS
39734	RO	A1TELECOM-AS
39735	RU	RU-PERMTELECOM
39736	CZ	ICTSUPPORT
39737	RO	PRIME-TELECOM-AS
39738	ES	TCLM-AS c\ Valdemarias s/n
39739	IT	ASIGUZZINI
39740	RU	NVRTELCOM
39741	RU	ZRA-AS
39742	UA	ITM
39743	RO	VOXILITY-AS
39744	ES	HICAMOR
39745	RO	INDACO-AS Str. Izvor, nr. 78
